,GEOID,GISJOIN,new_price,population,occupied_units,available_units,demand_exceeds_supply,perc_fld_area,mhi1990,salesprice1993,pop1990,average_income,model_year,pop_perc_change,price_perc_change
0,240037301003,G24000307301003,121745.0,5889.109589789971,213,71,False,2.6466380801385888e-05,49375,46000.0,1211,49375.0,1,4.8630136992485316,2.6466304347826086
1,240037501012,G24000307501012,88700.0,792.2222223600003,31,11,False,0.0,27708,54000.0,966,27708.0,1,0.8201058202484475,1.6425925925925926
2,240037501021,G24000307501021,82500.0,1373.8267715199984,53,18,False,0.01719575231811226,23800,63000.0,1646,23800.0,1,0.8346456692102056,1.3095238095238095
3,240037502012,G24000307502012,95001.0,2056.0576849399995,80,18,False,0.0005085149014746756,39063,78000.0,1496,38855.575,1,1.3743701102540105,1.2179615384615385
4,240037503001,G24000307503001,107950.0,867.2610650199995,33,8,False,0.004184537467422964,23800,78000.0,894,24807.363636363636,1,0.9700906767561516,1.383974358974359
5,240037512003,G24000307512003,72400.0,1035.6562602699996,39,1,False,0.0019657186291034538,35588,74750.0,1359,33994.48717948718,1,0.7620723033627664,0.968561872909699
6,240054001001,G24000504001001,109750.0,1768.383926759999,69,1,False,0.0,34336,109750.0,1569,36819.90434782609,1,1.1270770725047794,1.0
7,240054001002,G24000504001002,,1153.7149533899992,67,22,False,0.01129815482365981,34336,109750.0,737,34336.0,1,1.5654205609090899,
8,240054001003,G24000504001003,106522.5,2152.4355273700035,105,6,False,0.032617527742104496,34336,101450.0,832,35327.30857142857,1,2.5870619319351005,1.05
9,240054002001,G24000504002001,85884.75,1744.6071446899998,77,4,True,0.0,26643,77900.0,1409,28319.431168831168,1,1.2381881793399572,1.1025
10,240054002002,G24000504002002,107493.75,1344.499521429999,56,3,True,0.0,40900,97500.0,1138,40783.43571428571,1,1.1814582789367303,1.1025
11,240054004001,G24000504004001,126787.5,1119.2085319199994,43,2,True,0.0,43214,115000.0,952,44488.172093023255,1,1.17563921420168,1.1025
12,240054004002,G24000504004002,141632.0,1251.1296909399996,42,12,False,0.0,50714,141632.0,1247,51117.02380952381,1,1.0033117008340013,1.0
13,240054004003,G24000504004003,180000.0,1135.6994818200003,46,15,False,0.0,57023,180000.0,953,57023.0,1,1.1917098445120675,1.0
14,240054004004,G24000504004004,134347.5,709.5733759,26,1,True,0.0,55859,127950.0,740,55087.3,1,0.9588829404054053,1.05
15,240054004005,G24000504004005,250000.0,1457.7966100500005,47,15,False,0.0,50714,250000.0,549,50714.0,1,2.6553672314207657,1.0
16,240054005001,G24000504005001,221535.0,2422.4598072800018,89,30,False,0.015432472505521357,62895,221535.0,1693,62895.0,1,1.4308681673242776,1.0
17,240054006001,G24000504006001,93712.5,874.18457775,40,2,True,8.707002811529584e-05,33676,85000.0,828,33213.65,1,1.0557784755434783,1.1025
18,240054006002,G24000504006002,101154.375,1762.5974997500007,76,4,True,0.12480561777616253,30417,91750.0,1145,30964.03947368421,1,1.5393864626637561,1.1025
19,240054006003,G24000504006003,138862.5,1056.0425736900004,41,2,False,0.0807586136684034,45469,132250.0,1013,47386.02926829268,1,1.0424902010760122,1.05
20,240054007011,G24000504007011,111628.125,1682.7314718500004,72,4,True,0.0,44132,101250.0,1246,43572.197222222225,1,1.3505067992375606,1.1025
21,240054007012,G24000504007012,123900.0,1558.993759100001,79,5,False,0.03606624756198666,34850,118000.0,1292,36075.36455696203,1,1.20665151633127,1.05
22,240054007021,G24000504007021,109200.0,2200.212903010001,82,4,False,0.0,37349,104000.0,1775,38042.80731707317,1,1.239556565076057,1.05
